ID_POL;Antigüedad;Forma_Pago;Comb;Sexo;Bonus_RC;start_date;end_date;Expuestos;Edad_FMT;Valor_FMT;Potencia_FMT;Peso_FMT;Carnet_FMT
B80256;5;A;D;1;50;42736;43064;328;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B80257;10;A;G;2;50;42736;43061;325;04.35-50;01.<10k;01.<70;01.<800;04.8-
B80258;10;A;D;1;50;42736;43043;307;06.>=65;02.10-16k;01.<70;03. 1200;04.8-
B80259;1;S;G;2;50;42736;43043;307;03.28-35;02.10-16k;02.70-90;03. 1200;02.2-4
B80260;8;A;D;1;50;42736;43043;307;05.50-65;03.16-20k;03.90-110;04. 1400;04.8-
B80261;4;A;D;1;50;42736;43063;327;02.25-28;03.16-20k;04.110-130;04. 1400;04.8-
B80262;10;A;D;1;50;42736;43037;301;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80262;10;A;D;1;50;43038;43059;21;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80264;4;S;D;2;50;42736;43043;307;04.35-50;02.10-16k;02.70-90;02. 1000;03.5-7
B80266;7;A;D;1;50;42736;43043;307;02.25-28;03.16-20k;04.110-130;05. 1600;04.8-
B80267;1;A;D;2;50;42736;43044;308;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B80268;1;A;G;1;50;42736;43044;308;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80269;10;A;D;2;50;42736;43043;307;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B80270;9;A;D;1;50;42960;43044;84;04.35-50;07.35-40k;06.150-200;07. >1800;04.8-
B80270;10;A;D;1;50;42736;42959;223;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B80271;10;A;D;2;50;42736;43045;309;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B80272;5;A;D;2;40;42736;43044;308;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B80273;1;A;G;2;50;42736;43043;307;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80274;3;A;D;2;20;42736;43043;307;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B80275;8;A;D;1;50;42736;43043;307;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B80276;6;A;G;2;50;42736;43044;308;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B80277;10;A;D;1;30;42736;43043;307;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80278;6;A;D;1;50;42736;43059;323;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B80279;10;S;D;1;20;42736;42909;173;03.28-35;02.10-16k;02.70-90;04. 1400;03.5-7
B80279;10;S;D;1;20;42910;43043;133;03.28-35;02.10-16k;02.70-90;04. 1400;03.5-7
B80281;10;A;D;1;40;42736;43043;307;03.28-35;02.10-16k;01.<70;03. 1200;04.8-
B80283;9;S;D;1;40;42736;43016;280;03.28-35;03.16-20k;05.130-150;04. 1400;04.8-
B80283;9;S;D;1;40;43017;43043;26;03.28-35;03.16-20k;05.130-150;04. 1400;04.8-
B80284;8;A;D;2;50;42736;43043;307;03.28-35;05.24-30k;05.130-150;05. 1600;04.8-
B80285;8;A;D;1;50;42736;43070;334;03.28-35;04.20-24k;05.130-150;05. 1600;04.8-
B80286;7;A;D;1;50;42736;43043;307;04.35-50;02.10-16k;02.70-90;04. 1400;04.8-
B80287;10;A;D;1;30;42736;43043;307;06.>=65;06.30-35k;06.150-200;06. 1800;04.8-
B80288;4;A;D;2;20;42736;43043;307;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80289;7;A;D;1;50;42736;43043;307;04.35-50;02.10-16k;03.90-110;05. 1600;04.8-
B80290;10;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80291;7;A;D;2;50;42736;43049;313;03.28-35;02.10-16k;03.90-110;04. 1400;03.5-7
B80292;9;T;D;2;50;42736;43043;307;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B80294;7;A;G;2;50;42736;43043;307;04.35-50;08.40-60k;07.>200;07. >1800;04.8-
B80295;7;A;G;2;50;42736;43043;307;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B80296;3;A;D;1;20;42736;43043;307;04.35-50;03.16-20k;03.90-110;05. 1600;04.8-
B80298;8;A;D;1;50;42736;43043;307;05.50-65;02.10-16k;03.90-110;02. 1000;04.8-
B80299;3;A;D;2;50;42736;43043;307;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B80300;10;A;D;1;50;42736;43043;307;04.35-50;04.20-24k;05.130-150;05. 1600;01.0-1
B80301;9;A;D;2;50;42736;43043;307;03.28-35;02.10-16k;02.70-90;03. 1200;04.8-
B80303;5;A;G;1;50;42736;43066;330;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B80304;6;A;D;1;50;42736;43049;313;03.28-35;02.10-16k;03.90-110;03. 1200;03.5-7
B80305;10;A;D;1;10;42736;43043;307;04.35-50;03.16-20k;03.90-110;07. >1800;04.8-
B80306;8;A;D;1;50;42736;43055;319;04.35-50;05.24-30k;06.150-200;05. 1600;04.8-
B80308;10;A;G;2;50;42736;43043;307;05.50-65;02.10-16k;02.70-90;02. 1000;04.8-
B80309;8;A;D;1;50;42736;43043;307;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80310;10;A;D;2;30;42736;43054;318;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80311;9;A;D;1;50;42916;43046;130;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80311;9;A;G;1;50;42736;42915;179;04.35-50;05.24-30k;07.>200;05. 1600;04.8-
B80312;6;A;D;1;50;42736;43068;332;03.28-35;03.16-20k;05.130-150;05. 1600;04.8-
B80316;6;A;D;1;50;42736;43043;307;02.25-28;02.10-16k;03.90-110;03. 1200;03.5-7
B80317;9;A;G;1;50;42739;43100;361;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B80318;8;A;D;1;50;42736;43043;307;04.35-50;02.10-16k;02.70-90;05. 1600;04.8-
B80319;9;A;G;1;50;42736;43044;308;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B80320;10;A;D;1;50;42736;43044;308;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B80321;5;A;D;2;50;42736;43043;307;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80322;10;A;G;1;50;42736;43043;307;05.50-65;05.24-30k;07.>200;04. 1400;04.8-
B80323;10;A;D;2;50;42736;43043;307;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B80324;9;A;D;2;20;42736;43043;307;04.35-50;04.20-24k;04.110-130;05. 1600;04.8-
B80325;7;A;G;1;50;42736;43043;307;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B80326;1;A;D;1;50;42736;43044;308;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B80327;8;A;G;1;50;42736;43043;307;06.>=65;02.10-16k;02.70-90;02. 1000;04.8-
B80328;2;A;G;1;50;42736;43066;330;04.35-50;02.10-16k;05.130-150;03. 1200;04.8-
B80329;7;A;D;1;50;42736;43044;308;03.28-35;02.10-16k;02.70-90;03. 1200;04.8-
B80330;8;A;D;1;50;42736;43043;307;04.35-50;03.16-20k;04.110-130;06. 1800;04.8-
B80331;2;A;D;1;50;42765;43066;301;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B80331;2;A;D;1;50;42736;42764;28;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B80332;3;A;G;1;50;42736;43069;333;06.>=65;02.10-16k;02.70-90;03. 1200;04.8-
B80333;10;S;D;1;50;42736;43044;308;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B80334;8;A;D;2;50;42736;43045;309;04.35-50;03.16-20k;05.130-150;05. 1600;04.8-
B80336;10;A;G;2;50;42736;43043;307;04.35-50;01.<10k;03.90-110;03. 1200;04.8-
B80337;5;A;D;1;50;42736;43044;308;05.50-65;02.10-16k;03.90-110;05. 1600;04.8-
B80339;10;A;G;1;10;42736;43044;308;04.35-50;01.<10k;02.70-90;03. 1200;04.8-
B80340;10;A;D;2;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80341;10;S;D;1;20;42736;43046;310;03.28-35;01.<10k;01.<70;02. 1000;02.2-4
B80342;10;A;D;1;50;42736;43044;308;05.50-65;02.10-16k;01.<70;03. 1200;04.8-
B80343;10;A;D;1;50;42736;43043;307;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B80343;10;A;D;1;50;43044;43100;56;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B80345;8;A;D;1;20;42736;43044;308;03.28-35;05.24-30k;06.150-200;06. 1800;04.8-
B80346;6;A;G;2;50;42736;43064;328;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B80347;6;A;D;1;50;42736;43062;326;05.50-65;03.16-20k;05.130-150;05. 1600;04.8-
B80348;10;A;G;2;50;42736;43077;341;05.50-65;02.10-16k;02.70-90;02. 1000;04.8-
B80349;9;A;G;1;50;42736;43057;321;04.35-50;02.10-16k;03.90-110;02. 1000;04.8-
B80350;9;A;D;1;50;42736;43044;308;06.>=65;03.16-20k;05.130-150;04. 1400;04.8-
B80351;8;S;D;1;30;42736;42912;176;04.35-50;03.16-20k;02.70-90;06. 1800;04.8-
B80351;8;S;D;1;30;42913;43044;131;04.35-50;03.16-20k;02.70-90;06. 1800;04.8-
B80353;10;A;G;1;50;42736;43044;308;04.35-50;01.<10k;02.70-90;03. 1200;04.8-
B80354;10;A;D;1;20;42736;43045;309;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B80355;6;A;D;1;50;42736;43059;323;03.28-35;04.20-24k;05.130-150;05. 1600;04.8-
B80356;8;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80357;8;A;D;2;50;42736;43051;315;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B80358;8;A;G;1;50;42736;43044;308;05.50-65;01.<10k;02.70-90;03. 1200;04.8-
B80359;6;S;G;1;30;42736;43044;308;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B80360;10;A;D;1;20;42736;43044;308;05.50-65;02.10-16k;02.70-90;03. 1200;04.8-
B80361;10;A;G;1;50;42736;43044;308;06.>=65;03.16-20k;04.110-130;02. 1000;04.8-
B80362;10;A;G;1;50;42736;43056;320;06.>=65;01.<10k;01.<70;01.<800;04.8-
B80363;5;A;D;1;50;42736;43044;308;04.35-50;06.30-35k;06.150-200;06. 1800;04.8-
B80364;3;A;D;1;50;42736;43049;313;05.50-65;03.16-20k;04.110-130;05. 1600;04.8-
B80365;5;A;D;1;40;42736;43057;321;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80366;7;S;D;1;50;42746;43100;354;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B80368;10;A;G;1;50;42736;43069;333;06.>=65;01.<10k;02.70-90;02. 1000;04.8-
B80369;10;A;D;2;50;42736;43036;300;04.35-50;02.10-16k;03.90-110;05. 1600;04.8-
B80369;10;A;D;2;50;43037;43100;63;04.35-50;02.10-16k;03.90-110;05. 1600;04.8-
B80370;7;S;G;1;50;42736;43045;309;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80371;6;A;G;2;50;42736;43051;315;02.25-28;02.10-16k;02.70-90;03. 1200;04.8-
B80372;10;A;D;1;20;42736;42915;179;03.28-35;06.30-35k;06.150-200;06. 1800;04.8-
B80372;10;A;D;1;20;42916;43044;128;03.28-35;06.30-35k;06.150-200;06. 1800;04.8-
B80373;3;A;D;2;50;42736;43049;313;04.35-50;04.20-24k;05.130-150;05. 1600;04.8-
B80374;2;A;D;1;50;42736;43044;308;05.50-65;04.20-24k;04.110-130;05. 1600;04.8-
B80375;10;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80376;5;A;D;1;50;42736;43055;319;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B80377;10;A;D;1;50;42736;43063;327;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80378;1;A;D;2;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80379;5;A;D;1;50;42744;43044;300;06.>=65;06.30-35k;06.150-200;06. 1800;04.8-
B80379;5;A;D;1;50;42736;42743;7;06.>=65;06.30-35k;06.150-200;06. 1800;04.8-
B80380;10;A;G;2;50;42736;43044;308;02.25-28;01.<10k;01.<70;02. 1000;04.8-
B80381;9;A;D;1;50;42736;43045;309;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80382;10;A;D;1;50;42736;43044;308;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B80383;3;A;G;2;30;42736;43045;309;04.35-50;01.<10k;01.<70;01.<800;02.2-4
B80384;9;A;D;1;50;42736;43066;330;06.>=65;03.16-20k;03.90-110;04. 1400;04.8-
B80385;10;A;D;1;50;42736;43044;308;03.28-35;02.10-16k;04.110-130;04. 1400;01.0-1
B80386;10;A;D;2;50;42736;43044;308;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80387;5;A;D;1;50;42736;43068;332;06.>=65;05.24-30k;05.130-150;05. 1600;04.8-
B80388;2;A;D;2;50;42931;43069;138;03.28-35;04.20-24k;05.130-150;05. 1600;04.8-
B80388;9;A;G;2;50;42736;42930;194;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80389;10;A;D;2;50;42736;43044;308;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B80391;9;A;D;1;50;42736;43045;309;05.50-65;04.20-24k;06.150-200;05. 1600;04.8-
B80392;2;A;D;1;50;42736;43055;319;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B80393;9;A;D;1;50;42736;43044;308;05.50-65;02.10-16k;03.90-110;03. 1200;04.8-
B80395;10;A;D;1;50;42736;42755;19;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80395;10;A;G;1;50;42756;43044;288;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B80396;4;A;G;2;50;42736;43037;301;04.35-50;01.<10k;01.<70;02. 1000;02.2-4
B80396;4;S;G;2;50;43038;43100;62;04.35-50;01.<10k;01.<70;02. 1000;02.2-4
B80397;3;A;D;1;50;42736;43044;308;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80398;10;A;D;1;50;42736;43069;333;06.>=65;02.10-16k;03.90-110;04. 1400;04.8-
B80399;8;S;D;2;50;42736;43055;319;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B80400;6;A;D;1;20;42736;43064;328;03.28-35;01.<10k;01.<70;03. 1200;03.5-7
B80401;10;A;D;1;50;42736;43053;317;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80403;10;A;G;1;20;42736;43052;316;06.>=65;05.24-30k;06.150-200;04. 1400;04.8-
B80405;2;A;G;1;30;42736;43046;310;05.50-65;02.10-16k;01.<70;02. 1000;04.8-
B80406;10;A;G;1;30;42736;43044;308;06.>=65;01.<10k;02.70-90;03. 1200;04.8-
B80407;10;A;D;1;50;42736;43046;310;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B80408;8;A;G;2;40;42736;43044;308;03.28-35;02.10-16k;03.90-110;03. 1200;02.2-4
B80409;10;A;D;1;50;42969;43044;75;04.35-50;04.20-24k;06.150-200;05. 1600;03.5-7
B80409;10;A;G;1;50;42736;42968;232;04.35-50;02.10-16k;03.90-110;03. 1200;03.5-7
B80410;3;A;D;2;50;42736;43070;334;02.25-28;03.16-20k;03.90-110;03. 1200;04.8-
B80411;9;A;G;1;50;43036;43100;64;04.35-50;03.16-20k;04.110-130;03. 1200;03.5-7
B80411;6;A;D;1;50;42874;43030;156;04.35-50;03.16-20k;04.110-130;05. 1600;03.5-7
B80411;9;A;D;1;50;43031;43035;4;04.35-50;05.24-30k;05.130-150;05. 1600;03.5-7
B80411;10;A;D;1;50;42736;42873;137;04.35-50;03.16-20k;04.110-130;04. 1400;03.5-7
B80412;10;A;G;1;50;42736;43065;329;06.>=65;01.<10k;01.<70;02. 1000;04.8-
B80413;0;A;G;1;50;42736;43044;308;06.>=65;03.16-20k;04.110-130;04. 1400;04.8-
B80414;6;A;D;2;50;42736;43044;308;05.50-65;02.10-16k;02.70-90;03. 1200;03.5-7
B80415;10;A;G;1;50;42736;43044;308;05.50-65;01.<10k;01.<70;02. 1000;04.8-
B80417;10;A;G;2;50;42736;43044;308;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80418;3;A;D;1;50;42736;43054;318;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B80420;10;A;G;1;50;42736;43044;308;04.35-50;01.<10k;03.90-110;03. 1200;04.8-
B80421;10;A;D;1;50;42736;43044;308;06.>=65;05.24-30k;06.150-200;05. 1600;04.8-
B80422;10;A;G;2;50;42736;43069;333;03.28-35;01.<10k;01.<70;02. 1000;04.8-
B80423;1;S;D;2;50;42736;43044;308;05.50-65;01.<10k;03.90-110;03. 1200;02.2-4
B80424;5;A;G;2;50;42736;43044;308;03.28-35;02.10-16k;02.70-90;03. 1200;03.5-7
B80425;4;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80426;10;A;D;1;30;42736;43044;308;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80427;6;A;D;1;50;42736;43045;309;05.50-65;03.16-20k;05.130-150;05. 1600;04.8-
B80428;0;A;D;1;50;42885;43044;159;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80428;10;A;D;1;50;42736;42884;148;05.50-65;04.20-24k;04.110-130;07. >1800;04.8-
B80429;10;A;D;1;20;42736;43050;314;03.28-35;03.16-20k;04.110-130;05. 1600;02.2-4
B80431;9;A;D;2;50;42736;43044;308;02.25-28;02.10-16k;04.110-130;03. 1200;03.5-7
B80432;7;A;G;2;50;42736;43098;362;03.28-35;02.10-16k;04.110-130;04. 1400;04.8-
B80433;5;A;D;2;50;42736;43048;312;05.50-65;01.<10k;02.70-90;03. 1200;04.8-
B80434;9;A;D;1;50;42736;43073;337;03.28-35;03.16-20k;03.90-110;04. 1400;04.8-
B80435;10;A;D;1;50;42791;43044;253;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B80435;10;A;D;1;50;42736;42790;54;04.35-50;02.10-16k;04.110-130;03. 1200;04.8-
B80436;10;A;D;1;50;42736;43046;310;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B80437;0;A;G;2;50;42948;43045;97;04.35-50;02.10-16k;01.<70;03. 1200;04.8-
B80437;10;A;G;2;50;42736;42946;210;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B80438;6;A;D;1;50;42744;43100;356;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80439;10;A;G;1;50;42736;43069;333;04.35-50;05.24-30k;07.>200;05. 1600;04.8-
B80440;10;S;D;1;10;42736;43044;308;04.35-50;03.16-20k;03.90-110;07. >1800;04.8-
B80441;10;A;G;1;50;42736;43050;314;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B80442;7;A;G;1;50;42736;43044;308;03.28-35;01.<10k;02.70-90;02. 1000;02.2-4
B80443;7;A;G;1;50;42736;42922;186;04.35-50;02.10-16k;05.130-150;04. 1400;04.8-
B80443;7;A;G;1;50;42923;43044;121;04.35-50;02.10-16k;05.130-150;04. 1400;04.8-
B80444;3;S;D;1;50;42736;43044;308;03.28-35;04.20-24k;05.130-150;05. 1600;04.8-
B80445;2;A;D;2;50;42736;43044;308;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B80446;9;A;D;2;50;42766;43098;332;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80446;9;A;D;1;50;42736;42765;29;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80447;8;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;03. 1200;02.2-4
B80448;10;A;G;1;50;42736;43044;308;06.>=65;02.10-16k;03.90-110;03. 1200;04.8-
B80449;10;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80450;6;A;G;2;50;42736;42917;181;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B80451;9;A;D;1;50;42736;43068;332;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80452;10;A;G;1;50;42861;43044;183;06.>=65;05.24-30k;05.130-150;02. 1000;04.8-
B80452;10;A;G;1;50;42736;42860;124;06.>=65;05.24-30k;05.130-150;02. 1000;04.8-
B80453;8;A;D;1;50;42736;43047;311;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B80454;7;A;D;1;50;42736;43063;327;05.50-65;05.24-30k;05.130-150;05. 1600;04.8-
B80455;10;A;D;2;20;42736;42952;216;03.28-35;02.10-16k;04.110-130;03. 1200;03.5-7
B80455;10;A;G;2;20;42954;43044;90;03.28-35;01.<10k;01.<70;02. 1000;03.5-7
B80456;10;A;G;2;50;42736;43044;308;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B80457;9;A;G;2;40;42736;43044;308;03.28-35;02.10-16k;02.70-90;02. 1000;04.8-
B80458;10;A;G;1;50;42736;43048;312;05.50-65;06.30-35k;06.150-200;04. 1400;04.8-
B80459;10;A;D;1;50;42736;43067;331;04.35-50;02.10-16k;01.<70;03. 1200;04.8-
B80460;10;A;D;2;50;42736;43069;333;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80461;7;A;D;1;50;42736;43061;325;06.>=65;04.20-24k;05.130-150;06. 1800;04.8-
B80462;10;A;D;1;50;42736;43044;308;05.50-65;05.24-30k;06.150-200;05. 1600;04.8-
B80463;7;A;D;2;20;42736;43097;361;03.28-35;04.20-24k;05.130-150;04. 1400;04.8-
B80464;1;A;D;2;50;42736;43044;308;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B80465;9;A;G;1;50;42736;43055;319;03.28-35;03.16-20k;04.110-130;05. 1600;04.8-
B80466;8;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80468;10;A;D;2;50;42736;42920;184;03.28-35;02.10-16k;02.70-90;03. 1200;04.8-
B80468;10;A;D;2;50;42921;43044;123;03.28-35;02.10-16k;02.70-90;03. 1200;04.8-
B80469;4;S;G;1;50;42736;43098;362;06.>=65;01.<10k;02.70-90;02. 1000;04.8-
B80471;6;A;G;1;50;42736;43044;308;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B80472;9;A;D;1;50;42736;43044;308;04.35-50;04.20-24k;06.150-200;05. 1600;04.8-
B80473;5;A;D;2;50;42997;43068;71;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B80473;10;A;D;2;50;42933;42996;63;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B80473;8;A;G;2;50;42736;42932;196;04.35-50;03.16-20k;05.130-150;03. 1200;04.8-
B80474;10;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80475;10;A;G;2;30;42746;43100;354;04.35-50;02.10-16k;04.110-130;03. 1200;02.2-4
B80476;6;A;G;2;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80477;7;A;D;2;50;42736;43047;311;02.25-28;03.16-20k;04.110-130;05. 1600;04.8-
B80478;9;A;G;2;40;42736;43062;326;03.28-35;02.10-16k;02.70-90;02. 1000;04.8-
B80479;10;A;G;1;50;42736;43063;327;02.25-28;01.<10k;01.<70;02. 1000;03.5-7
B80481;7;A;D;2;50;42736;43064;328;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80482;6;A;G;1;50;42736;43045;309;05.50-65;08.40-60k;07.>200;04. 1400;04.8-
B80483;2;A;G;1;50;42736;43044;308;05.50-65;02.10-16k;04.110-130;03. 1200;04.8-
B80484;9;A;D;1;50;42736;42916;180;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B80484;9;A;D;1;50;42917;43045;128;05.50-65;02.10-16k;04.110-130;04. 1400;04.8-
B80485;6;A;G;1;50;42736;43044;308;06.>=65;02.10-16k;02.70-90;02. 1000;04.8-
B80486;10;A;D;1;50;42744;43044;300;03.28-35;02.10-16k;02.70-90;06. 1800;04.8-
B80486;10;A;G;1;50;42736;42743;7;03.28-35;05.24-30k;07.>200;05. 1600;04.8-
B80488;9;A;D;1;50;42736;43044;308;04.35-50;03.16-20k;03.90-110;04. 1400;04.8-
B80489;10;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80490;3;A;G;1;50;42962;43099;137;01.18-25;01.<10k;02.70-90;02. 1000;01.0-1
B80490;3;A;G;2;50;42736;42961;225;04.35-50;01.<10k;02.70-90;02. 1000;04.8-
B80491;1;A;D;1;50;42736;43044;308;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80492;9;A;D;1;50;42736;43044;308;04.35-50;04.20-24k;06.150-200;04. 1400;04.8-
B80493;10;A;D;1;50;42736;43044;308;04.35-50;03.16-20k;04.110-130;05. 1600;04.8-
B80494;10;A;D;1;50;42736;43044;308;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B80495;10;A;G;2;50;42736;43044;308;04.35-50;05.24-30k;07.>200;07. >1800;04.8-
B80496;1;A;D;1;50;42736;43044;308;06.>=65;03.16-20k;03.90-110;04. 1400;04.8-
B80498;10;S;G;2;0;42736;43044;308;02.25-28;01.<10k;01.<70;01.<800;03.5-7
B80499;9;A;D;1;50;42736;43049;313;05.50-65;07.35-40k;07.>200;07. >1800;04.8-
B80500;10;A;G;2;20;42736;43036;300;04.35-50;02.10-16k;03.90-110;03. 1200;04.8-
B80500;10;A;G;2;30;43037;43044;7;04.35-50;02.10-16k;02.70-90;03. 1200;04.8-
B80501;1;S;G;1;0;42736;43044;308;04.35-50;02.10-16k;03.90-110;04. 1400;04.8-
B80502;10;A;D;1;50;42736;43044;308;04.35-50;03.16-20k;03.90-110;07. >1800;04.8-
B80503;8;A;G;1;50;42736;43044;308;04.35-50;02.10-16k;04.110-130;04. 1400;04.8-
B80504;10;A;D;2;50;42736;43044;308;04.35-50;03.16-20k;04.110-130;04. 1400;04.8-
B80505;2;A;D;1;50;42736;43047;311;05.50-65;03.16-20k;04.110-130;04. 1400;04.8-
B80506;7;A;D;1;50;42736;43087;351;04.35-50;05.24-30k;05.130-150;05. 1600;04.8-
B80507;7;A;D;1;50;42736;43044;308;04.35-50;04.20-24k;05.130-150;04. 1400;04.8-
B80508;8;A;G;1;50;42736;43069;333;03.28-35;01.<10k;03.90-110;03. 1200;04.8-
B80510;9;S;D;1;50;42736;43044;308;06.>=65;02.10-16k;02.70-90;03. 1200;04.8-
B80511;10;A;G;1;50;42736;43044;308;04.35-50;01.<10k;01.<70;02. 1000;04.8-
B80512;10;A;D;1;50;42736;43044;308;05.50-65;02.10-16k;03.90-110;04. 1400;04.8-
B80513;8;A;G;1;40;42736;43062;326;03.28-35;02.10-16k;03.90-110;03. 1200;04.8-
B80515;3;S;D;1;50;42736;43066;330;03.28-35;04.20-24k;05.130-150;04. 1400;03.5-7
B80516;9;A;G;1;40;42736;43044;308;03.28-35;02.10-16k;05.130-150;03. 1200;04.8-
B80517;10;A;D;2;50;42736;43044;308;03.28-35;02.10-16k;03.90-110;04. 1400;04.8-
B80518;10;A;D;1;50;42736;43044;308;04.35-50;01.<10k;01.<70;03. 1200;04.8-
B80519;9;A;D;1;0;42736;43044;308;03.28-35;03.16-20k;03.90-110;04. 1400;03.5-7
B80520;10;A;D;1;50;42756;43100;344;06.>=65;05.24-30k;06.150-200;07. >1800;04.8-
B80521;10;A;G;1;50;42736;43049;313;03.28-35;02.10-16k;03.90-110;03. 1200;03.5-7
