ID_POL;Antigüedad;Forma_Pago;Potencia;Peso;Valor;Comb;Sexo;Edad;Carnet;Bonus_RC;start_date;end_date
B96215;10;A;90;1312;14469,61;D;1;39;10;50;01/01/2017;25/11/2017
B96216;4;S;160;1775;25990,63;D;2;64;10;50;01/01/2017;25/11/2017
B96217;10;A;75;910;7747,42;G;2;64;10;30;01/01/2017;25/11/2017
B96218;10;A;150;1128;17162,43;G;2;42;10;50;01/01/2017;28/11/2017
B96219;10;A;130;1340;21526,17;G;1;61;10;50;01/01/2017;16/12/2017
B96221;10;A;90;1386;13178,29;D;1;51;10;50;01/01/2017;03/12/2017
B96222;6;A;90;960;10235,77;G;1;27;8;50;01/01/2017;30/10/2017
B96222;10;A;117;1245;13388,54;G;1;27;8;50;31/10/2017;25/11/2017
B96223;4;A;100;1298;14174,94;G;1;28;9;50;01/01/2017;27/11/2017
B96225;10;A;143;1480;23242,27;D;1;32;7;20;02/01/2017;06/03/2017
B96225;10;A;143;1480;23242,27;D;1;32;7;20;07/03/2017;11/03/2017
B96225;10;A;105;1360;19447,38;G;1;32;7;20;01/01/2017;25/11/2017
B96225;10;A;115;1385;20243,9;G;1;32;7;20;12/03/2017;25/11/2017
B96227;10;A;86;1030;9354,17;G;1;49;10;50;31/01/2017;31/12/2017
B96228;10;S;90;1937;17144,39;D;1;51;10;0;01/01/2017;13/11/2017
B96228;10;S;90;1937;17144,39;D;1;51;10;0;14/11/2017;31/12/2017
B96229;10;A;110;1156;12741,81;D;1;27;9;50;01/01/2017;21/07/2017
B96229;10;A;115;1375;17394,81;G;1;27;9;50;22/07/2017;25/11/2017
B96230;10;A;75;960;9731,02;G;1;45;10;50;01/01/2017;25/11/2017
B96231;10;A;75;940;8880,34;G;2;34;10;50;24/02/2017;31/12/2017
B96231;10;A;75;940;8880,34;G;2;34;10;50;01/02/2017;23/02/2017
B96232;10;A;110;1350;19203,07;D;1;63;10;50;22/01/2017;31/12/2017
B96233;7;A;140;1687;18886,99;D;2;59;10;50;21/01/2017;31/12/2017
B96234;9;S;155;1502;27414,38;D;1;38;10;50;01/01/2017;13/12/2017
B96235;8;A;105;1250;16079,11;D;1;51;10;50;01/01/2017;25/11/2017
B96237;7;A;126;1385;16243,9;D;2;39;10;50;01/01/2017;30/11/2017
B96238;7;A;140;1380;22677,34;D;2;62;10;50;15/01/2017;31/12/2017
B96239;4;A;170;1535;28378,61;D;2;27;6;50;01/01/2017;25/11/2017
B96240;1;A;105;1184;15911,81;G;2;47;10;50;01/01/2017;25/11/2017
B96241;4;A;150;1580;22732,11;D;1;67;10;50;20/05/2017;28/11/2017
B96241;4;A;150;1580;22732,11;D;1;67;10;50;01/01/2017;19/05/2017
B96242;8;A;174;2038;23979,34;D;1;74;10;50;01/01/2017;25/11/2017
B96243;10;A;60;1020;8401,34;G;1;28;9;20;18/01/2017;31/12/2017
B96244;9;S;218;2100;38500;D;2;31;10;50;01/01/2017;25/11/2017
B96246;1;A;109;1395;22094,5;D;1;30;10;50;01/01/2017;25/11/2017
B96247;10;A;125;1495;17206,98;D;1;74;10;50;01/01/2017;25/11/2017
B96248;9;A;120;1320;17918,69;D;2;44;10;30;01/01/2017;12/12/2017
B96249;6;A;105;1250;16079,11;D;2;45;10;50;01/01/2017;25/11/2017
B96250;8;A;98;1179;13152,99;G;2;48;10;30;01/01/2017;02/12/2017
B96252;9;A;120;1295;16636,24;D;2;29;9;50;01/01/2017;25/11/2017
B96253;8;A;70;1085;11875,17;D;1;75;10;50;01/01/2017;27/11/2017
B96254;3;A;136;1310;18738,26;E;1;48;10;50;01/01/2017;25/11/2017
B96255;8;A;110;1390;18955,51;D;1;32;9;30;27/02/2017;31/12/2017
B96256;2;A;136;1370;18585,37;E;1;46;10;20;04/04/2017;12/09/2017
B96256;2;A;136;1370;18585,37;E;1;46;10;20;01/01/2017;03/04/2017
B96256;2;A;136;1370;18585,37;E;1;46;10;20;13/09/2017;24/11/2017
B96257;9;S;136;1580;19439,02;D;1;25;6;40;14/04/2017;26/11/2017
B96257;9;S;136;1580;19439,02;D;1;25;6;40;01/01/2017;09/04/2017
B96257;9;S;136;1580;19439,02;D;1;25;6;40;10/04/2017;13/04/2017
B96258;4;A;150;1488;23902,44;D;2;51;10;50;01/01/2017;25/11/2017
B96259;7;A;110;1318;18888,07;D;1;38;10;50;01/01/2017;10/12/2017
B96261;10;A;65;975;9327,9;D;2;53;10;20;01/01/2017;30/11/2017
B96262;5;A;90;980;12741;D;1;73;10;50;01/01/2017;26/11/2017
B96263;3;A;105;1325;16568,71;D;1;47;5;50;01/01/2017;25/11/2017
B96264;4;A;120;1205;15222,17;D;1;67;10;50;01/01/2017;25/11/2017
B96265;10;A;100;1165;10977;D;2;36;10;50;01/01/2017;28/11/2017
B96266;10;A;75;1130;10575,46;D;1;36;10;20;01/01/2017;21/04/2017
B96266;10;A;100;1325;12088,64;D;1;36;10;20;22/04/2017;25/11/2017
B96267;8;A;96;1079;9878,17;G;2;46;8;50;01/01/2017;30/11/2017
B96268;8;A;120;1553;20037,77;D;1;42;10;50;01/01/2017;25/12/2017
B96269;10;A;51;776;5454,88;G;2;29;2;20;11/08/2017;25/11/2017
B96269;10;A;115;1540;17802,45;D;1;41;10;20;28/02/2017;10/08/2017
B96269;10;A;97;1044;9240,38;G;1;41;10;20;01/01/2017;27/02/2017
B96270;10;A;100;1020;8522,17;G;2;34;10;20;01/01/2017;03/12/2017
B96271;6;A;116;1598;15967,47;D;1;44;10;50;01/01/2017;25/11/2017
B96272;8;A;106;1370;14630,08;G;1;32;10;40;01/03/2017;31/12/2017
B96273;2;A;90;1082;14881;D;2;35;8;20;01/01/2017;25/11/2017
B96274;10;A;100;1495;15500,1;D;2;32;10;50;01/01/2017;25/11/2017
B96275;10;A;92;1945;15967;D;1;43;10;50;01/01/2017;25/11/2017
B96277;10;A;90;1120;13305,33;D;2;65;10;50;01/01/2017;17/12/2017
B96278;7;A;120;1333;18302,44;D;1;44;10;50;01/01/2017;29/11/2017
B96279;10;A;154;1920;24553,69;D;1;41;10;50;01/01/2017;30/11/2017
B96280;9;S;218;1685;38645,25;D;1;37;10;50;03/03/2017;25/11/2017
B96280;9;S;218;1685;38645,25;D;1;37;10;50;01/01/2017;02/03/2017
B96282;4;A;110;1350;22113,82;D;2;38;10;50;01/01/2017;18/12/2017
B96283;2;A;85;1205;10109,63;D;2;37;10;50;21/08/2017;25/11/2017
B96283;2;A;85;1205;10109,63;D;2;37;10;50;03/06/2017;20/08/2017
B96283;8;A;105;1205;16014,29;D;2;37;10;50;01/01/2017;02/06/2017
B96284;1;A;151;1530;26829,27;G;1;67;10;50;01/01/2017;13/12/2017
B96286;4;A;90;1077;11551,22;D;2;27;7;50;01/02/2017;31/12/2017
B96287;6;A;140;1604;26905,29;D;1;50;10;50;01/01/2017;25/11/2017
B96288;10;A;90;1413;14399,86;D;1;41;10;10;01/01/2017;29/11/2017
B96289;9;A;115;1290;18738,75;D;2;30;10;50;05/02/2017;31/12/2017
B96292;5;S;90;1330;14327,17;D;1;46;10;50;01/01/2017;25/11/2017
B96293;9;A;120;1430;17569,58;D;1;47;3;50;01/01/2017;13/12/2017
B96294;10;A;110;1148;12035,71;G;1;53;10;50;01/01/2017;25/11/2017
B96295;8;A;170;1650;33736,49;D;1;68;10;50;01/01/2017;04/12/2017
B96296;7;A;130;1515;21354,85;D;1;44;10;50;01/01/2017;13/11/2017
B96296;7;A;130;1515;21354,85;D;1;44;10;50;14/11/2017;31/12/2017
B96297;10;A;184;1665;29806,29;D;1;37;10;50;01/01/2017;25/11/2017
B96298;4;A;120;1410;21921,97;D;1;41;10;40;13/01/2017;19/09/2017
B96298;4;A;120;1410;21921,97;D;1;41;10;40;20/09/2017;31/12/2017
B96299;10;A;110;1260;17753,33;D;1;75;10;50;20/02/2017;31/12/2017
B96300;7;S;177;1430;28495,49;D;1;32;2;20;08/01/2017;27/11/2017
B96300;7;S;177;1430;28495,49;D;1;32;2;20;01/01/2017;07/01/2017
B96301;10;A;224;1580;42305,62;G;1;67;10;50;26/03/2017;02/12/2017
B96301;10;A;224;1580;42305,62;G;1;67;10;50;01/01/2017;25/03/2017
B96302;8;A;140;1609;25019,69;D;1;37;8;50;01/01/2017;25/11/2017
B96303;3;A;177;1455;23658,54;D;1;36;10;50;30/04/2017;27/11/2017
B96303;7;A;100;1210;14697,38;D;1;36;10;50;01/01/2017;29/04/2017
B96304;4;A;140;1484;20782,93;D;1;35;10;50;13/11/2017;31/12/2017
B96304;4;A;140;1484;20782,93;D;1;35;10;50;01/01/2017;12/11/2017
B96305;10;A;105;1287;16488,12;D;1;46;10;20;01/01/2017;25/11/2017
B96307;10;A;100;1188;11781,1;D;1;38;10;10;01/01/2017;06/12/2017
B96309;1;A;90;1221;11102,01;D;1;69;10;50;01/01/2017;25/11/2017
B96310;10;A;110;1421;16015,23;D;1;48;5;50;01/01/2017;25/11/2017
B96311;10;S;143;1505;27551,5;G;1;33;10;50;01/01/2017;25/11/2017
B96313;5;A;100;1205;12927,76;G;2;33;10;50;28/01/2017;31/12/2017
B96314;9;S;140;1430;15290,49;D;1;35;10;50;01/01/2017;30/11/2017
B96315;6;A;140;1425;23616,79;D;2;55;10;50;01/01/2017;04/12/2017
B96316;10;A;90;1375;15119,73;D;1;63;10;50;01/01/2017;27/12/2017
B96317;1;A;110;1235;12533,42;D;1;59;10;50;01/01/2017;25/11/2017
B96318;10;A;150;1345;16135,67;G;1;73;10;0;01/01/2017;30/11/2017
B96319;10;A;124;1265;17053,12;G;1;67;10;50;01/01/2017;25/11/2017
B96320;10;A;110;1385;18347,97;D;1;31;10;50;01/02/2017;25/11/2017
B96320;10;A;101;1130;12601,71;D;1;31;10;50;01/01/2017;30/01/2017
B96321;7;A;150;1333;18712,57;D;1;67;10;50;01/01/2017;22/12/2017
B96322;10;A;102;1319;16855,13;G;2;42;10;50;01/01/2017;30/11/2017
B96324;6;A;68;1141;11144,83;D;1;51;10;50;31/01/2017;31/12/2017
B96325;1;A;130;1655;17813,81;D;1;47;10;50;07/05/2017;25/11/2017
B96325;1;A;130;1655;17813,81;D;1;47;10;50;01/01/2017;06/05/2017
B96326;5;A;130;1453;19718,65;D;1;35;10;50;01/01/2017;25/11/2017
B96327;10;A;90;1152;12482,13;D;1;59;10;10;01/01/2017;12/12/2017
B96329;2;T;136;1365;20831,69;E;1;40;10;40;02/01/2017;12/08/2017
B96330;3;S;150;1655;23536,48;D;1;33;10;50;01/01/2017;29/11/2017
B96331;8;A;105;1210;15362,41;G;1;27;9;50;01/01/2017;27/11/2017
B96332;6;A;130;1218;15106,31;D;1;34;10;50;01/01/2017;07/01/2017
B96332;7;A;130;1500;20282,58;D;1;34;10;50;08/01/2017;26/11/2017
B96333;7;A;70;1022;11500;D;1;60;10;50;01/01/2017;06/12/2017
B96334;4;A;60;1155;9724,99;D;1;43;10;50;03/06/2017;25/11/2017
B96334;8;A;100;1975;18300,74;D;1;43;10;50;01/01/2017;02/06/2017
B96335;0;S;115;1397;21007,85;D;1;43;10;0;16/01/2017;31/12/2017
B96336;1;A;90;1295;14896,92;D;2;39;10;50;01/01/2017;30/11/2017
B96337;6;S;100;1165;12375,41;D;2;33;8;50;28/02/2017;31/12/2017
B96338;8;A;163;1510;30145,5;D;1;72;10;50;01/01/2017;30/11/2017
B96339;9;S;105;1295;20945,63;D;1;44;10;30;01/01/2017;25/11/2017
B96340;9;A;75;940;8595,79;G;2;38;10;50;01/01/2017;04/12/2017
B96341;10;A;170;1313;19354,47;G;1;55;10;50;01/01/2017;25/11/2017
B96342;10;A;110;1085;13119,66;G;2;51;10;50;01/01/2017;25/11/2017
B96343;6;T;101;1270;12843,42;D;1;46;10;10;01/01/2017;25/11/2017
B96344;5;A;130;1538;21421,31;D;1;33;10;50;01/01/2017;30/11/2017
B96345;5;A;105;1250;17092,85;D;1;26;8;20;01/01/2017;09/11/2017
B96345;5;A;105;1250;17092,85;D;1;26;8;30;10/11/2017;31/12/2017
B96346;1;A;110;1428;17156,3;D;1;27;9;50;31/01/2017;31/12/2017
B96348;10;S;76;2000;10261,18;D;1;61;5;50;01/01/2017;26/05/2017
B96349;3;A;90;1095;12299,23;D;2;36;10;0;01/01/2017;30/11/2017
B96351;5;A;101;1270;12843,42;D;1;70;10;50;01/01/2017;10/12/2017
B96352;10;A;110;1455;25345,25;D;1;43;10;50;01/01/2017;25/11/2017
B96353;10;A;92;915;8005,67;G;2;28;5;50;11/01/2017;31/12/2017
B96354;10;A;110;1485;18624,99;D;1;61;10;50;01/01/2017;25/11/2017
B96355;10;S;64;1060;10071,65;D;2;29;10;40;01/01/2017;25/11/2017
B96356;10;A;110;1095;12337,85;G;1;42;10;50;01/01/2017;28/11/2017
B96357;1;A;140;1535;22152,51;D;2;31;10;50;01/01/2017;25/11/2017
B96358;10;S;60;988;8668,25;G;2;20;1;0;01/01/2017;28/11/2017
B96359;9;A;130;1200;19108,22;D;2;72;10;50;01/01/2017;25/12/2017
B96360;7;A;105;1251;16737,44;D;2;47;10;50;01/01/2017;25/11/2017
B96361;2;A;105;1295;17573,17;G;2;61;10;20;01/01/2017;03/12/2017
B96362;9;A;140;1430;18332,77;D;2;36;10;50;01/01/2017;30/11/2017
B96363;6;A;110;1304;16452,17;D;2;26;8;50;01/01/2017;25/11/2017
B96364;10;A;65;1008;9089,32;G;1;22;4;50;22/01/2017;25/11/2017
B96364;10;A;65;1008;9089,32;G;1;60;10;50;01/01/2017;21/01/2017
B96365;10;A;130;1270;17432,99;D;1;55;10;50;01/01/2017;25/11/2017
B96366;10;A;55;790;5681,45;G;1;39;10;50;01/01/2017;25/11/2017
B96367;10;S;71;1155;11963,55;D;1;39;10;0;01/01/2017;25/11/2017
B96369;4;A;54;810;5094,29;G;2;51;10;50;01/01/2017;25/11/2017
B96370;10;A;115;1265;13905,59;D;1;40;10;50;27/01/2017;30/11/2017
B96370;10;A;115;1265;13905,59;D;1;40;10;50;01/01/2017;26/01/2017
B96371;10;A;100;1320;16134,7;D;1;55;10;20;01/01/2017;25/11/2017
B96372;1;A;120;1324;19091,35;G;1;64;10;50;01/01/2017;25/11/2017
B96373;10;A;94;1561;15130,27;D;1;60;10;50;01/01/2017;21/12/2017
B96374;10;S;100;1255;18441,57;D;2;63;10;20;01/01/2017;19/12/2017
B96375;10;A;90;1200;13380,99;D;2;49;10;20;01/01/2017;15/12/2017
B96376;3;A;125;1427;15153,93;D;1;46;10;30;01/01/2017;30/11/2017
B96377;8;A;115;1451;16978,05;D;1;28;8;50;01/02/2017;31/12/2017
B96378;8;A;110;1320;18012,93;G;2;52;10;50;01/01/2017;25/06/2017
B96378;8;A;60;870;8708,79;G;1;57;10;50;26/06/2017;25/11/2017
B96379;10;A;150;1465;28514,38;D;1;49;10;50;01/01/2017;25/11/2017
B96380;9;A;116;1245;15624,31;D;1;26;7;50;01/01/2017;19/12/2017
B96381;10;A;65;995;8485,02;D;2;30;1;50;01/01/2017;26/11/2017
B96382;10;A;115;1136;12460,01;G;2;36;5;50;01/01/2017;25/11/2017
B96383;6;A;75;1005;10544,72;G;2;32;10;50;01/01/2017;28/11/2017
B96384;9;A;65;975;7861,37;G;2;27;1;50;01/01/2017;25/11/2017
B96385;5;A;231;1655;43389,01;D;1;30;10;50;01/01/2017;13/08/2017
B96386;3;S;85;1075;12097,53;G;1;24;3;0;01/01/2017;15/12/2017
B96387;2;A;60;875;7283,29;G;2;38;10;50;01/01/2017;30/11/2017
B96388;8;A;136;1335;17527,75;D;1;29;10;50;02/02/2017;31/12/2017
B96389;6;S;98;1060;13338,22;G;1;40;10;50;01/01/2017;25/11/2017
B96390;10;A;71;1155;11149,81;D;1;65;10;50;01/01/2017;25/11/2017
B96391;2;A;90;1082;13777,55;D;1;36;10;50;01/01/2017;25/11/2017
B96392;10;A;60;1014;9386,07;G;2;30;9;50;01/01/2017;25/11/2017
B96393;10;A;90;1290;15758,24;D;1;38;10;20;01/01/2017;09/12/2017
B96394;6;A;115;1292;15821,26;D;2;33;10;50;01/01/2017;28/08/2017
B96394;6;A;115;1292;15821,26;D;2;33;10;50;29/08/2017;30/11/2017
B96396;10;A;86;1087;8220,51;G;2;39;9;50;20/02/2017;31/12/2017
B96397;9;A;204;1798;32087,69;D;2;38;10;50;01/01/2017;25/11/2017
B96398;9;A;60;995;9239,96;G;1;35;10;50;01/01/2017;26/11/2017
B96399;2;A;105;1211;16578,3;D;2;35;10;30;01/01/2017;02/12/2017
B96400;6;A;140;1375;20687,97;G;1;50;10;50;01/01/2017;27/11/2017
B96401;9;A;95;1190;18862,16;D;2;35;7;0;01/01/2017;25/11/2017
B96402;10;A;65;950;8522,17;D;1;40;10;50;01/01/2017;25/11/2017
B96403;3;A;90;960;13793,05;D;2;29;10;20;01/01/2017;15/12/2017
B96404;10;A;70;1120;0;D;1;61;10;50;01/01/2017;25/11/2017
B96405;10;A;60;1035;8443,5;D;1;63;10;50;01/01/2017;25/11/2017
B96406;10;S;92;1475;16057,84;D;1;24;6;40;01/01/2017;25/11/2017
B96407;7;A;102;1205;13900,25;G;1;28;7;50;01/01/2017;14/12/2017
B96408;6;A;87;935;9525,45;G;1;36;10;50;14/01/2017;25/11/2017
B96408;6;A;87;935;9525,45;G;1;36;10;50;01/01/2017;13/01/2017
B96409;2;A;60;1170;9830,76;G;2;40;10;30;01/01/2017;25/11/2017
B96410;2;A;90;1027;12889,47;G;1;20;1;0;01/01/2017;02/12/2017
B96411;3;A;105;1385;18082,53;D;2;31;10;50;01/01/2017;22/12/2017
B96412;6;A;70;947;10870,46;D;2;63;10;0;14/08/2017;25/11/2017
B96412;10;A;60;840;7544,41;G;2;63;10;0;01/01/2017;13/08/2017
B96413;10;A;100;1750;15318,58;D;1;42;10;50;01/01/2017;25/11/2017
B96414;3;S;163;1605;25292;D;2;51;10;0;01/01/2017;25/11/2017
B96415;10;A;177;1590;35786;D;1;39;10;50;01/01/2017;30/11/2017
B96416;10;A;110;1280;18287,33;D;1;43;10;40;01/01/2017;14/09/2017
B96416;10;A;110;1280;18287,33;D;1;43;10;40;15/09/2017;01/12/2017
B96417;6;A;105;1250;15376,67;D;1;28;9;50;01/01/2017;25/11/2017
B96418;4;A;112;1243;17992,71;D;1;58;10;20;01/01/2017;25/11/2017
B96419;8;A;75;1180;12344,54;D;2;56;10;50;01/01/2017;11/12/2017
B96420;10;A;115;1265;13905,59;D;1;33;10;50;01/01/2017;30/11/2017
B96421;1;A;115;1160;19615,56;D;2;43;10;50;01/01/2017;25/11/2017
B96422;8;A;110;1085;13119,66;G;1;37;10;50;01/01/2017;25/11/2017
B96424;8;A;70;1090;11766,52;D;1;66;10;50;01/01/2017;26/11/2017
B96425;10;A;125;1810;24869,47;D;1;41;10;50;01/01/2017;27/11/2017
B96426;9;A;115;1075;14227,64;G;1;29;7;50;01/01/2017;29/11/2017
B96427;1;A;69;865;9812,6;G;2;50;10;50;01/01/2017;24/11/2017
B96427;1;S;69;865;9812,6;G;2;50;10;50;25/11/2017;28/11/2017
B96428;1;A;115;1397;21405,47;D;1;36;10;50;01/01/2017;26/11/2017
B96429;1;A;85;1105;12637,83;G;1;55;10;50;01/01/2017;26/11/2017
B96430;9;A;105;1064;11203,76;G;2;34;10;50;01/01/2017;25/11/2017
B96431;8;A;105;1287;16488,12;D;2;47;10;50;01/01/2017;25/11/2017
B96433;5;A;109;1310;15356,1;D;2;33;10;50;16/01/2017;21/12/2017
B96433;5;A;109;1310;15356,1;D;2;33;10;50;01/01/2017;15/01/2017
B96435;10;A;75;1160;11350,4;D;1;44;10;50;01/01/2017;22/12/2017
B96436;10;A;120;1350;17560,98;D;1;73;10;50;01/01/2017;25/11/2017
B96437;10;A;130;1200;19865,59;D;1;51;10;50;01/01/2017;25/11/2017
B96439;5;A;105;1407;20576,32;D;1;34;10;50;01/01/2017;17/12/2017
B96440;6;A;110;1090;16626,51;D;1;32;10;40;01/01/2017;25/11/2017
B96441;2;A;150;2045;14952,25;D;1;53;10;50;13/01/2017;31/12/2017
B96442;10;A;140;1489;25464,51;D;1;40;10;50;01/01/2017;25/11/2017
B96443;5;A;120;1109;12520,09;G;1;26;8;50;01/01/2017;30/12/2017
B96444;7;A;80;1106;11035,58;D;1;44;10;50;01/01/2017;25/11/2017
B96445;10;A;110;1251;11604,91;G;1;44;10;50;01/01/2017;13/10/2017
B96445;10;A;110;1251;11604,91;G;1;44;10;50;14/10/2017;25/11/2017
B96446;5;A;140;1476;20233,14;G;2;37;10;50;01/01/2017;26/11/2017
B96447;10;A;95;1045;11427,53;G;1;22;1;40;27/01/2017;25/11/2017
B96447;10;A;95;1045;11427,53;G;1;22;1;40;01/01/2017;26/01/2017
B96448;7;A;170;1450;26555,39;D;1;49;10;50;01/01/2017;25/11/2017
B96449;10;A;65;1130;12362,28;D;1;51;10;50;01/01/2017;25/11/2017
B96450;1;A;115;1413;19557,71;D;2;37;10;50;01/01/2017;09/11/2017
B96450;1;A;115;1413;19557,71;D;2;37;10;50;10/11/2017;31/12/2017
B96451;10;A;90;1312;14982,67;D;1;66;10;50;01/01/2017;25/11/2017
B96452;9;A;72;990;7692,11;G;1;63;10;50;01/01/2017;30/11/2017
B96453;10;A;75;860;8101,44;G;1;53;10;50;01/01/2017;04/12/2017
B96454;5;A;125;1473;22320,31;D;1;38;10;50;01/01/2017;25/11/2017
B96456;10;A;60;850;7230,93;G;2;40;10;50;01/01/2017;30/11/2017
B96457;9;A;116;1410;23307,24;D;1;40;10;50;01/01/2017;03/11/2017
B96457;6;A;140;1696;28437,5;D;1;40;10;50;04/11/2017;31/12/2017
B96458;10;S;127;1925;18874,32;D;1;59;10;10;01/01/2017;27/04/2017
B96458;10;S;127;1925;18874,32;D;1;59;10;10;28/04/2017;25/05/2017
B96459;10;A;90;1165;14959,84;G;2;36;10;30;01/01/2017;25/11/2017
B96460;1;A;98;1070;13966,18;G;1;38;10;50;01/01/2017;28/11/2017
B96461;8;A;163;1475;26970,31;G;1;52;10;50;05/01/2017;31/12/2017
B96462;5;A;122;1905;24486,56;D;1;42;10;50;01/01/2017;29/11/2017
B96463;10;A;150;1415;23804,04;D;2;31;10;50;01/01/2017;28/11/2017
B96464;1;S;105;1286;19110,26;D;2;49;10;50;01/01/2017;26/11/2017
B96465;10;A;82;1129;10634,66;D;1;45;10;50;01/01/2017;25/11/2017
B96466;8;A;140;1470;26815,55;D;1;28;10;50;01/01/2017;25/11/2017
B96467;8;A;70;1035;10901,42;D;2;45;10;50;01/01/2017;26/11/2017
B96470;8;A;150;1415;23804,04;D;1;32;10;50;01/01/2017;30/11/2017
B96471;5;A;420;1580;55886,88;G;1;57;10;50;01/01/2017;25/11/2017
B96472;10;A;138;1130;11503,74;G;1;62;10;20;01/01/2017;25/07/2017
B96473;10;A;100;1200;10740,06;G;1;42;10;50;01/01/2017;25/11/2017
B96474;10;A;60;860;7680,81;G;2;29;9;20;01/01/2017;25/11/2017
B96475;6;A;143;1465;25661,08;D;1;31;6;0;01/01/2017;31/01/2017
B96476;4;A;90;1228;15357,02;D;2;69;10;0;26/02/2017;25/11/2017
B96476;4;A;90;1228;15357,02;D;2;69;10;0;01/01/2017;25/02/2017
B96477;6;A;65;970;10289,44;D;1;36;10;50;01/01/2017;25/11/2017
B96479;10;A;163;1790;34963,67;D;2;38;10;40;24/03/2017;31/12/2017
B96479;10;A;163;1790;34963,67;D;2;38;10;40;03/03/2017;19/03/2017
B96479;10;A;163;1790;34963,67;D;2;38;10;40;20/03/2017;23/03/2017
B96480;9;A;90;1097;12526,83;D;1;35;10;50;01/01/2017;01/12/2017
B96481;10;A;138;1130;14658,83;G;2;61;10;50;01/01/2017;25/11/2017
B96483;10;A;82;960;9555,15;G;1;34;10;50;01/01/2017;25/11/2017
B96484;4;A;112;1426;18463,38;D;1;47;10;50;01/01/2017;25/11/2017
B96485;4;S;80;910;10223,47;G;1;23;1;40;01/01/2017;25/11/2017
B96486;10;A;70;1175;10604,81;D;2;38;10;50;01/01/2017;11/08/2017
B96488;1;A;150;1449;21353,52;D;1;50;1;50;01/01/2017;26/11/2017
B96489;9;S;200;1328;20961,27;G;1;26;7;50;01/01/2017;25/11/2017
B96490;10;A;125;1875;15605,52;D;1;42;10;50;01/01/2017;13/12/2017
B96491;5;A;90;980;10866,91;G;2;72;10;50;01/07/2017;25/11/2017
B96491;5;A;90;980;10866,91;G;2;72;10;50;01/01/2017;27/04/2017
B96491;5;A;90;980;10866,91;G;2;72;10;50;28/04/2017;30/06/2017
B96492;10;A;75;1075;11238,43;G;2;51;10;50;01/01/2017;29/11/2017
B96493;10;A;55;830;6714,44;G;2;40;3;50;01/01/2017;25/11/2017
B96494;8;A;143;1855;28621,88;D;2;40;10;50;01/01/2017;25/11/2017
B96495;10;A;125;1460;28674,89;D;1;42;10;50;01/01/2017;25/11/2017
B96496;3;A;69;940;9480,51;G;2;33;3;20;01/01/2017;25/11/2017
B96497;10;A;68;905;8012,84;G;1;35;10;40;07/05/2017;25/11/2017
B96497;10;A;115;1260;14470,27;G;1;35;10;40;01/01/2017;06/05/2017
B96499;10;S;80;915;10095,13;G;1;35;7;40;01/01/2017;25/11/2017
B96500;4;A;90;1266;14634,15;D;1;33;9;50;01/01/2017;30/11/2017
B96502;10;A;63;949;7575,23;G;2;30;4;30;01/01/2017;06/07/2017
B96502;10;A;63;949;7575,23;G;2;30;4;30;07/07/2017;30/11/2017
B96503;9;S;130;2240;32460;D;2;27;7;50;01/01/2017;26/11/2017
B96504;4;A;105;1420;18559,23;D;1;44;10;50;01/01/2017;19/04/2017
B96505;1;A;75;941;6529,44;G;1;53;10;50;01/01/2017;26/11/2017
B96506;9;A;102;1400;23430,1;D;2;19;0;50;24/07/2017;25/11/2017
B96506;9;A;102;1400;23430,1;D;2;41;10;50;01/01/2017;23/07/2017
B96507;2;S;110;1205;13008,13;D;1;64;10;20;28/03/2017;26/11/2017
B96507;2;S;110;1205;13008,13;D;1;64;10;20;01/01/2017;27/03/2017
B96508;6;A;105;1335;18918,67;D;1;44;10;50;01/01/2017;06/12/2017
B96509;10;A;90;1213;11761,27;D;1;42;10;0;01/01/2017;26/11/2017
B96510;1;A;105;1314;13969,77;D;1;71;10;50;01/01/2017;25/11/2017
B96511;8;S;80;990;11094,68;G;2;50;10;50;01/01/2017;30/11/2017
B96512;10;A;150;1415;23804,04;D;1;58;10;50;01/01/2017;25/11/2017
B96514;1;A;115;1269;16837,19;D;1;29;9;20;03/12/2017;31/12/2017
B96514;8;A;81;1112;9354,17;D;1;29;9;20;31/01/2017;02/12/2017
B96515;7;A;105;1365;17851,69;D;1;47;10;50;01/01/2017;26/11/2017
B96516;5;A;105;1205;16016,26;D;2;31;7;50;05/07/2017;30/11/2017
B96516;5;A;105;1205;16016,26;D;2;31;7;50;20/06/2017;04/07/2017
B96516;5;A;105;1205;16016,26;D;2;58;10;50;01/01/2017;19/06/2017
B96517;9;A;120;1250;14813,01;D;1;33;4;50;01/01/2017;25/11/2017
B96518;9;A;115;1320;14173,81;G;1;72;10;50;01/01/2017;25/11/2017
B96519;6;A;135;1934;17454,31;D;1;49;10;40;01/01/2017;25/11/2017
B96522;10;A;75;1180;9801,88;G;1;69;10;50;02/01/2017;28/12/2017
B96523;10;A;220;1973;37111,57;G;1;36;10;50;01/01/2017;25/11/2017
B96524;1;A;90;1165;13873,22;D;1;32;10;10;23/01/2017;31/12/2017
B96525;8;A;94;1060;8611,14;G;1;36;7;20;21/01/2017;26/11/2017
B96525;8;A;94;1060;8611,14;G;1;36;7;20;01/01/2017;20/01/2017
B96526;10;A;70;1010;8746,44;D;2;40;1;50;01/01/2017;25/11/2017
B96527;10;A;180;1310;27979,87;G;1;27;9;30;01/01/2017;25/11/2017
